Especie,Talla (cm),Peso (gr),Integridad (%),pH,Temperatura (°C),Planta,Puerto,Flota,Nombre nave pesca,Zona pesca,Fecha de recepción
Anchoveta,16.278337587896626,87.72241379273454,79,6.631327477206991,21.398400636182213,Planta 3,Pesca Sur,Artesanal,Fernanda,149,2024-12-14
Anchoveta,11.75872462795863,91.3924593543322,95,6.096554203109891,27.78037162341944,Planta 2,Pesca Norte,Industrial,Francesca,126,2024-08-09
Jurel,44.661622604433866,745.5874595857098,93,6.18008243940135,26.391908190410845,Planta 1,Pesca Sur,Artesanal,Isidora I,151,2024-04-11
Sardina española,20.714444180237884,224.81640717144057,82,5.111992705655231,22.754121761573124,Planta 3,Pesca Norte,Industrial,Isidora I,121,2024-11-10
Sardina española,24.46329641910321,146.3817818591981,93,6.650957837165166,20.08592714392338,Planta 3,Pesca Sur,Artesanal,Fernanda,108,2024-06-18
Anchoveta,17.577271636225326,78.29293646287844,73,6.54858466943772,27.90675671514424,Planta 1,Pesca Sur,Industrial,Isidora I,125,2024-09-02
Caballa,28.950867438274415,362.76568853036554,86,6.8753045252859035,23.90697452053169,Planta 3,Pesca Sur,Industrial,Isidora I,138,2024-02-16
Caballa,28.623163912690142,253.49992978695184,94,6.471069379035525,27.658771155775067,Planta 3,Pesca Norte,Industrial,Liliana,110,2024-02-04
Jurel,27.74505535838083,812.1247287400824,87,5.593264041540578,29.79384977161385,Planta 3,Pesca Norte,Artesanal,Liliana,155,2024-06-03
Jurel,39.43235544057875,687.7600066512227,85,6.953396954082792,25.687041946030373,Planta 1,Pesca Sur,Industrial,Santiago G,131,2024-06-02
Jurel,32.63561651459932,878.3509885458626,77,5.146260608049593,20.9283107546453,Planta 3,Pesca Sur,Artesanal,Santiago G,151,2024-03-24
Caballa,25.233269152960496,391.80927110681586,80,6.2683586621875245,27.071029066823183,Planta 3,Pesca Norte,Industrial,Liliana,136,2024-02-16
Caballa,26.781673808315226,356.8354052980595,97,5.436198993893675,27.349301475383808,Planta 2,Pesca Sur,Artesanal,Francesca,125,2024-09-01
Jurel,37.104433210576445,535.7051762525309,95,5.2770500346279645,28.37898185619035,Planta 1,Pesca Norte,Artesanal,Isaac,128,2024-12-03
Jurel,43.308019158884896,761.2060849460743,87,6.712806180402911,21.96486204824684,Planta 3,Pesca Norte,Industrial,Licanten,153,2024-08-30
Sardina española,19.05974067076551,168.46441802765764,86,6.048558360308817,21.777540471825812,Planta 2,Pesca Sur,Artesanal,Liliana,140,2024-12-10
Sardina española,22.585759547631344,187.83358931047138,71,5.097674434589181,25.75064692850961,Planta 2,Pesca Sur,Industrial,Isaac,132,2024-08-14
Sardina española,20.19093231323144,152.68376594658767,72,6.763729996457567,23.800663844535535,Planta 1,Pesca Sur,Industrial,Isaac,118,2024-10-31
Sardina española,24.413512282090586,201.50677448147428,79,5.744099707668856,27.255337921056093,Planta 2,Pesca Sur,Industrial,Isidora I,149,2024-07-13
Sardina española,20.71937129561251,100.95656584570665,75,6.5006364180307035,23.391477922409578,Planta 3,Pesca Sur,Artesanal,Isaac,153,2024-11-12
Jurel,47.08730903181715,705.1167177814701,77,6.906404558375543,26.114182298993263,Planta 2,Pesca Sur,Industrial,Liliana,154,2024-11-01
Caballa,19.95827552505162,295.69373150046687,83,6.655717665597267,21.67774259071558,Planta 3,Pesca Sur,Artesanal,Francesca,149,2024-06-23
Caballa,31.463383947268856,333.1967057629846,97,5.602019223802132,27.56502723599201,Planta 1,Pesca Sur,Industrial,Isidora I,102,2024-03-08
Caballa,31.807587763083237,251.0526238196353,80,5.164662963317127,25.999776051155113,Planta 2,Pesca Sur,Artesanal,Licanten,157,2024-07-10
Anchoveta,16.999491346244767,74.19211611550023,94,6.925099572682319,27.091717759541215,Planta 3,Pesca Norte,Artesanal,Isidora I,139,2024-05-19
Caballa,36.13764157949259,425.7001056596853,75,6.262966907690986,21.300244311653394,Planta 1,Pesca Sur,Industrial,Isaac,138,2024-04-24
Anchoveta,12.718228132499114,137.113863508358,80,5.619930184839471,29.37386971168922,Planta 3,Pesca Norte,Artesanal,Fernanda,156,2024-02-21
Jurel,41.92241739612773,742.1486462690784,93,5.2456600934843305,22.75029410613239,Planta 1,Pesca Sur,Industrial,Liliana,150,2024-01-07
Sardina española,21.842197970865712,138.22547103882354,76,6.166087307506303,28.64778687275368,Planta 2,Pesca Norte,Artesanal,Liliana,127,2024-04-22
Anchoveta,16.82251641415308,77.31453198345916,74,6.365038996095997,28.89309051253824,Planta 3,Pesca Sur,Industrial,Emilia,151,2024-02-05
Jurel,34.8917269092328,482.23126928972954,76,5.371238268840682,26.70598064056954,Planta 1,Pesca Norte,Artesanal,Licanten,101,2024-08-22
Caballa,30.14494121066971,347.0271490038176,83,5.289007077277876,25.591034506030365,Planta 1,Pesca Norte,Artesanal,Isidora I,135,2024-01-23
Jurel,35.833910503861944,651.1722938810544,76,6.330350740432011,22.6318954199,Planta 2,Pesca Norte,Artesanal,Isidora I,105,2024-11-20
Anchoveta,15.793472675152211,46.38080099518402,79,5.014032000211413,23.696789432478976,Planta 1,Pesca Sur,Artesanal,Licanten,147,2024-11-18
Caballa,23.021439831447374,231.2840257569382,74,6.439342398341918,20.145774148577125,Planta 1,Pesca Sur,Artesanal,Fernanda,156,2024-04-20
Anchoveta,17.409258025032432,80.72592010923691,72,5.52048167052936,20.842720798961604,Planta 1,Pesca Sur,Industrial,Liliana,116,2024-11-10
Jurel,40.44658155352362,846.4338375322607,74,6.54106430092535,25.901039267568216,Planta 3,Pesca Norte,Artesanal,Santiago G,116,2024-03-03
Anchoveta,14.651042621848323,84.4416095061667,79,6.132986106916956,29.99308144620221,Planta 3,Pesca Norte,Artesanal,Isidora I,135,2024-08-02
Caballa,28.33572233753886,243.5483137893699,93,5.932994505425152,28.384270579216814,Planta 3,Pesca Norte,Industrial,Fernanda,118,2024-05-05
Jurel,34.86132055165021,829.6840779807451,99,6.80779530614038,20.036306865644317,Planta 1,Pesca Sur,Artesanal,Isaac,151,2024-08-12
Sardina española,19.165617849148706,115.24939382860137,88,5.379586594785021,22.07685580030303,Planta 1,Pesca Sur,Artesanal,Liliana,110,2024-08-05
Sardina española,24.146400162127602,142.6096968537242,71,6.9993154158157616,29.524381261401167,Planta 2,Pesca Norte,Industrial,Fernanda,130,2024-07-08
Sardina española,16.096309925398074,136.46022010182946,92,6.550601651197101,25.446789815812558,Planta 1,Pesca Norte,Artesanal,Liliana,151,2024-04-18
Sardina española,14.537322190841994,195.309675549026,89,6.018242764799416,23.229376315085617,Planta 1,Pesca Norte,Artesanal,Francesca,159,2024-07-06
Anchoveta,23.08495125113759,64.52070304550563,90,6.456093337960052,28.537892218819223,Planta 1,Pesca Norte,Industrial,Liliana,111,2024-11-22
Anchoveta,18.35226816341779,91.83908468224138,73,5.680629423255348,25.151796058921406,Planta 1,Pesca Sur,Industrial,Liliana,124,2024-10-09
Sardina española,9.647121733835387,159.9943552623678,87,5.9938046258251765,27.619918536850044,Planta 3,Pesca Norte,Artesanal,Liliana,138,2024-02-28
Sardina española,13.253183371336771,128.6002504970648,96,6.234591140854386,20.668315771489418,Planta 1,Pesca Sur,Artesanal,Fernanda,151,2024-08-28
Jurel,48.68928971772023,672.1127251410271,79,5.550588210498013,28.610064054741212,Planta 2,Pesca Sur,Artesanal,Santiago G,135,2024-07-30
Anchoveta,19.03555630806808,67.31246093670212,85,5.273219888065451,25.52652595809466,Planta 1,Pesca Norte,Industrial,Fernanda,103,2024-02-23
Sardina española,16.19014386322664,120.97782719664899,74,6.611248588966573,26.535615322745286,Planta 1,Pesca Norte,Industrial,Isidora I,142,2024-07-22
Jurel,26.036891749342722,647.5450550035039,87,6.241377705964505,27.8123846924955,Planta 1,Pesca Norte,Artesanal,Emilia,104,2024-02-02
Anchoveta,16.134122713605237,51.87635828880785,94,5.896068636032274,25.789885224725214,Planta 3,Pesca Sur,Industrial,Santiago G,101,2024-07-21
Jurel,35.40485879226461,729.8342893478925,77,6.3324156288169755,24.850556956715877,Planta 2,Pesca Norte,Artesanal,Francesca,115,2024-07-26
Caballa,35.13772995292217,244.3708534158861,78,5.269392819409462,25.766078982588652,Planta 2,Pesca Norte,Industrial,Liliana,149,2024-02-03
Jurel,49.66239302242189,646.1406994584639,91,6.971197976732368,28.6988947740423,Planta 1,Pesca Norte,Industrial,Liliana,111,2024-11-27
Jurel,50.53521098587372,774.8850917819179,72,6.233408367215166,23.5940248679858,Planta 2,Pesca Norte,Artesanal,Liliana,111,2024-11-19
Jurel,53.38766566705617,585.5110226212711,79,5.00719545025215,24.577677797367187,Planta 3,Pesca Sur,Artesanal,Isidora I,113,2024-04-26
Anchoveta,16.854609540448724,64.54945386799196,72,6.787357257045567,29.897448665170465,Planta 2,Pesca Sur,Artesanal,Santiago G,134,2024-01-21
Caballa,26.378086891138828,214.70757463589104,76,5.034512822322122,24.5804345721387,Planta 1,Pesca Norte,Artesanal,Francesca,155,2024-02-09
Jurel,43.328303456611096,478.87015712038533,95,5.280330794287257,21.574305577596274,Planta 2,Pesca Sur,Artesanal,Emilia,110,2024-01-06
Anchoveta,11.302103533141175,46.87431745742026,96,6.942834650570697,28.96649687751609,Planta 1,Pesca Norte,Industrial,Francesca,121,2024-07-25
Caballa,35.07961716513175,272.1898534722459,74,5.6032476999297325,27.57998674678766,Planta 2,Pesca Norte,Artesanal,Isaac,146,2024-06-06
Sardina española,16.325749894087636,169.49859476231387,96,6.354728836495104,26.015917985198005,Planta 2,Pesca Sur,Artesanal,Francesca,156,2024-12-09
Anchoveta,13.446216188584806,107.6443485319445,84,5.652327013280241,26.206637149649858,Planta 1,Pesca Norte,Industrial,Fernanda,122,2024-04-10
Sardina española,21.52788430584689,151.95477276789788,91,5.105139880329462,26.424575169771416,Planta 3,Pesca Norte,Industrial,Santiago G,114,2024-01-16
Caballa,22.1921995326947,248.1797582167028,70,6.596906670441049,22.785797114154107,Planta 1,Pesca Norte,Industrial,Liliana,114,2024-05-29
Caballa,29.55996982917541,263.6497933756323,92,6.330775024499479,26.39233717980979,Planta 2,Pesca Norte,Artesanal,Santiago G,144,2024-01-11
Caballa,28.97687748428942,305.02741419934637,87,5.761752530619225,21.012005554600552,Planta 1,Pesca Sur,Industrial,Licanten,119,2024-08-24
Jurel,36.353281261697774,726.227506403759,83,6.836464254814299,28.77291150044423,Planta 2,Pesca Norte,Artesanal,Francesca,151,2024-12-29
Anchoveta,11.564791810615315,89.80105576821606,98,6.750249864765297,29.995523537009262,Planta 3,Pesca Norte,Industrial,Emilia,102,2024-11-23
Sardina española,14.115199671034382,166.92029125080316,92,6.717611890821833,27.69413737196424,Planta 1,Pesca Norte,Industrial,Liliana,133,2024-06-17
Jurel,44.71224916550469,759.3257351993981,84,6.474945428206764,29.817756734912546,Planta 2,Pesca Sur,Artesanal,Emilia,105,2024-04-16
Jurel,42.19596751181551,693.326360101061,95,5.493632949772129,29.542445143166177,Planta 3,Pesca Norte,Industrial,Licanten,152,2024-01-16
Jurel,27.151191465745807,718.8196328516412,90,6.610496201676879,21.29665647979041,Planta 3,Pesca Norte,Artesanal,Licanten,107,2024-11-26
Anchoveta,15.970630437967912,68.02718299042496,89,6.342914267366046,26.565415144702637,Planta 1,Pesca Sur,Artesanal,Licanten,140,2024-07-26
Caballa,28.136239870956125,295.36838968261685,97,6.2932838837892895,28.313444702856856,Planta 1,Pesca Sur,Industrial,Licanten,106,2024-10-15
Jurel,43.90312788783085,672.6305565919745,82,5.924996337201808,24.15309320514846,Planta 1,Pesca Norte,Industrial,Francesca,141,2024-02-26
Anchoveta,13.425745151345646,64.66162420426927,96,6.483929727286348,22.61102198520421,Planta 3,Pesca Norte,Industrial,Santiago G,131,2024-01-23
Anchoveta,13.560709278752796,86.40664196713887,76,6.297911659915254,20.926674293853633,Planta 1,Pesca Norte,Industrial,Isidora I,115,2024-07-18
Caballa,28.234322102080814,209.26087328707132,71,5.850031560874939,22.708743476838865,Planta 1,Pesca Sur,Industrial,Liliana,149,2024-02-10
Caballa,27.591320022887732,263.5890873326792,82,5.296761830037257,25.281355888344414,Planta 3,Pesca Sur,Industrial,Emilia,150,2024-01-11
Caballa,31.42635618145023,257.9573248587076,79,6.2121356455761605,20.151764886503205,Planta 3,Pesca Sur,Artesanal,Isidora I,145,2024-08-31
Caballa,23.676340220480867,225.64419474899648,83,5.488682034194192,22.11115763834861,Planta 1,Pesca Norte,Industrial,Liliana,111,2024-11-19
Caballa,35.961255270619596,322.2163110958455,74,5.300733318099714,23.973418255305237,Planta 2,Pesca Norte,Artesanal,Licanten,118,2024-01-18
Sardina española,30.439290155586047,135.3389925509593,75,6.3385173085541675,26.254109769290913,Planta 2,Pesca Norte,Industrial,Isidora I,139,2024-07-11
Anchoveta,11.06653410531386,78.63243386644045,88,5.114052965873624,28.861484409382882,Planta 1,Pesca Sur,Artesanal,Isidora I,140,2024-07-27
Anchoveta,16.88828925614857,62.761030830553565,92,6.717562463545384,20.53129072358788,Planta 2,Pesca Sur,Industrial,Isaac,134,2024-06-13
Jurel,48.23875925134976,847.0909531989694,90,5.2866046945294025,22.992423552714456,Planta 1,Pesca Norte,Industrial,Licanten,123,2024-09-08
Anchoveta,10.265996606378,119.1062808213269,86,5.132985400848828,23.184053566208355,Planta 1,Pesca Sur,Artesanal,Licanten,154,2024-04-20
Sardina española,19.12038120769429,147.17664607022851,86,6.0207835741225395,22.83915635366037,Planta 3,Pesca Sur,Industrial,Licanten,116,2024-05-26
Anchoveta,14.546788132912896,77.25722850661549,90,6.463484198989481,26.12180166441368,Planta 1,Pesca Sur,Industrial,Isaac,135,2024-01-04
Sardina española,20.897575243198133,153.73108761495578,89,5.596336715585892,29.03048116873053,Planta 2,Pesca Sur,Artesanal,Fernanda,119,2024-12-03
Jurel,33.57594518104823,690.2889449424424,71,6.7744094179944785,27.38033130337174,Planta 1,Pesca Norte,Industrial,Santiago G,149,2024-03-14
Anchoveta,18.583439568506243,90.13600333067387,95,5.575285968486203,26.002430019900526,Planta 3,Pesca Sur,Artesanal,Francesca,125,2024-10-27
Jurel,43.95009230334592,639.776381254645,86,5.03636631870068,24.15446696792103,Planta 3,Pesca Norte,Industrial,Licanten,108,2024-02-16
Sardina española,21.490564977197845,111.68032715768038,71,6.727285179261301,25.906919188028947,Planta 2,Pesca Sur,Artesanal,Isaac,112,2024-03-08
Anchoveta,18.14000504932742,83.34205502978992,86,6.523894489388131,25.99458716704237,Planta 1,Pesca Sur,Artesanal,Licanten,145,2024-05-21
Jurel,37.531549316969596,728.7138274405386,93,6.776773085907915,23.25975421918895,Planta 2,Pesca Norte,Industrial,Francesca,111,2024-02-29
Anchoveta,16.3536344157815,80.76417925729876,81,6.120203065435334,27.865851211977596,Planta 3,Pesca Norte,Artesanal,Santiago G,146,2024-04-10
Jurel,54.54178687291996,580.3392214704745,96,6.421703564846561,20.460772234611422,Planta 2,Pesca Norte,Artesanal,Isidora I,103,2024-09-21
Anchoveta,17.075722363783196,101.19298107955446,88,5.219269977381085,22.192970336390538,Planta 3,Pesca Sur,Industrial,Licanten,139,2024-08-11
Jurel,22.806220887839068,662.4851256284765,77,5.255198644260966,23.447115139722598,Planta 1,Pesca Norte,Artesanal,Isaac,145,2024-12-01
Jurel,42.19632818282395,700.7754956217332,82,6.296888896129177,29.324070093572097,Planta 2,Pesca Sur,Artesanal,Emilia,136,2024-07-07
Jurel,51.66408170260311,831.1974134100254,99,6.7706854032332915,24.778150824414293,Planta 2,Pesca Norte,Industrial,Isidora I,102,2024-10-18
Sardina española,20.64156726617138,161.2306002148859,74,6.798666073887512,27.671870375631297,Planta 1,Pesca Norte,Artesanal,Santiago G,125,2024-06-10
Anchoveta,19.373021548020997,106.51611171395957,92,5.14877798915477,28.751192859106915,Planta 2,Pesca Norte,Artesanal,Isaac,108,2024-10-08
Jurel,37.327979924692514,776.7890093994711,92,6.166407501457961,23.929008465552855,Planta 3,Pesca Norte,Industrial,Santiago G,102,2024-04-03
Anchoveta,17.386260675291783,70.69020079573653,92,5.177192304406313,28.14502713266048,Planta 1,Pesca Norte,Industrial,Francesca,130,2024-03-23
Sardina española,20.96196615012276,133.86942461898957,96,5.694085037697361,25.613195835714375,Planta 2,Pesca Sur,Industrial,Licanten,151,2024-08-14
Sardina española,20.9310080123756,125.67679096985106,94,6.941641143947007,27.148772183532387,Planta 3,Pesca Sur,Artesanal,Emilia,125,2024-07-22
Caballa,33.973563637861275,305.5073475743775,89,5.58736000336757,21.919827651256607,Planta 1,Pesca Norte,Artesanal,Fernanda,152,2024-11-28
Anchoveta,13.722348580725816,119.25450738467434,97,5.8078131295549404,27.898340990003188,Planta 2,Pesca Norte,Artesanal,Isaac,131,2024-04-15
Anchoveta,16.936292853211256,52.43030218153163,81,5.553838392000776,22.132833386665588,Planta 3,Pesca Sur,Industrial,Santiago G,140,2024-04-27
Caballa,34.7307005756837,317.24304249841055,86,5.141916555365885,27.769084300216875,Planta 3,Pesca Norte,Artesanal,Fernanda,127,2024-05-08
Jurel,45.91211638746581,730.150514700799,86,5.7095517909421805,29.040433822320548,Planta 2,Pesca Sur,Industrial,Liliana,137,2024-05-19
Jurel,47.01980617591414,686.5637802143276,70,6.921807066735703,21.616095834562646,Planta 3,Pesca Sur,Artesanal,Liliana,152,2024-09-25
Caballa,36.47947535780572,311.8138093099281,84,5.055570217945373,20.55446009507368,Planta 1,Pesca Norte,Industrial,Isaac,119,2024-01-31
Caballa,33.41678621248147,404.4009161022415,70,5.75908152907901,24.369196328445945,Planta 1,Pesca Norte,Industrial,Licanten,157,2024-08-08
Caballa,32.40782718421618,428.03430970414684,93,6.30412675905929,21.436100217137778,Planta 3,Pesca Sur,Industrial,Isaac,142,2024-02-22
Caballa,27.15344110697674,347.39049807058956,78,6.900521051276254,24.582678488596407,Planta 3,Pesca Norte,Industrial,Isaac,131,2024-11-30
Anchoveta,17.667120246971617,93.04159288961024,75,5.9304049783840425,29.754454500622916,Planta 2,Pesca Sur,Artesanal,Isidora I,145,2024-10-06
Anchoveta,16.4710453135716,57.24596620529833,91,6.829709788328804,24.969154843285118,Planta 3,Pesca Sur,Artesanal,Isidora I,156,2024-03-20
Sardina española,22.60786048593753,163.96068206740887,88,5.557950596310203,25.866327444794898,Planta 1,Pesca Norte,Industrial,Isaac,113,2024-01-01
Caballa,37.413807452384646,265.8600094477217,95,6.153017160162405,26.180394268728786,Planta 1,Pesca Norte,Industrial,Francesca,117,2024-02-05
Anchoveta,23.330106790450284,51.517437504570395,82,5.241558103004143,20.21251496619155,Planta 3,Pesca Norte,Artesanal,Fernanda,110,2024-10-03
Sardina española,15.389995119237593,144.91998163931393,73,6.9170271379343236,25.258024879281766,Planta 1,Pesca Sur,Industrial,Francesca,150,2024-06-21
Jurel,44.616585187624004,643.4949604962845,78,5.7543302704516135,25.274265397551503,Planta 2,Pesca Norte,Artesanal,Isaac,108,2024-02-08
Anchoveta,10.352942371011398,96.03732764284126,87,5.375167540588445,24.467345962455965,Planta 1,Pesca Sur,Industrial,Santiago G,153,2024-07-21
Caballa,29.04603104544842,285.80807474087675,71,5.645587608089924,22.776110202253125,Planta 2,Pesca Sur,Artesanal,Isaac,135,2024-09-22
Anchoveta,15.829371430197893,89.03678214183857,96,6.486253503874958,28.30022678203717,Planta 3,Pesca Sur,Industrial,Isidora I,102,2024-06-14
Caballa,27.844727966326655,282.9380719361901,77,6.718926495445696,26.412435654078298,Planta 2,Pesca Sur,Artesanal,Fernanda,116,2024-08-15
Anchoveta,14.020007662983001,35.0399516189124,70,6.857439255115406,20.879462314141293,Planta 1,Pesca Norte,Artesanal,Francesca,139,2024-09-07
Jurel,45.46880830550128,588.4074289233971,88,5.856871267002075,20.657422215729415,Planta 1,Pesca Sur,Artesanal,Isidora I,126,2024-12-27
Caballa,26.563301842060962,352.1348057423022,82,5.2816819249768585,22.743711231649826,Planta 3,Pesca Sur,Industrial,Liliana,104,2024-05-02
Jurel,39.146958859589745,793.0112919436261,97,6.192331525016987,26.606452210261835,Planta 3,Pesca Sur,Industrial,Licanten,156,2024-09-18
Caballa,33.73695586842969,333.0194547580033,95,6.339283679142579,28.63247991608,Planta 1,Pesca Sur,Industrial,Emilia,134,2024-04-17
Jurel,37.70011403617983,756.6514888000032,77,5.218302026389875,21.82488514604474,Planta 2,Pesca Sur,Industrial,Francesca,113,2024-04-18
Caballa,32.55122411154436,306.1260268148315,96,6.106869152329349,26.45237859835091,Planta 3,Pesca Sur,Artesanal,Isidora I,102,2024-06-13
Jurel,48.53919770300344,696.1600799448748,98,6.083466126711032,29.34684702008598,Planta 2,Pesca Norte,Industrial,Francesca,109,2024-12-11
Anchoveta,17.996855775508248,93.27082801303119,85,6.527174535893225,27.811395824731914,Planta 2,Pesca Sur,Artesanal,Isidora I,151,2024-04-03
Anchoveta,9.795473436113753,85.93044540009654,97,6.800377349517333,29.96763030845121,Planta 2,Pesca Norte,Industrial,Emilia,131,2024-02-29
Sardina española,21.026577838647402,149.71050149497762,84,5.139534035831382,26.41207409540938,Planta 1,Pesca Norte,Industrial,Francesca,124,2024-05-17
Sardina española,23.07722790774625,153.11299666864085,90,5.529783955108553,26.970226319955444,Planta 1,Pesca Sur,Artesanal,Emilia,107,2024-05-17
Sardina española,13.40214212022819,186.48536376169187,89,5.492561717181752,24.538419560724847,Planta 2,Pesca Sur,Artesanal,Liliana,109,2024-03-27
Jurel,40.53941885952531,849.2636953442867,75,5.6402269633722995,22.107338006336754,Planta 2,Pesca Sur,Artesanal,Francesca,133,2024-08-09
Jurel,51.85127936986333,780.5590491752212,94,6.154635271828217,28.44790222317019,Planta 3,Pesca Norte,Industrial,Isaac,126,2024-04-24
Anchoveta,15.352551077374166,84.09271162889779,98,5.219968732265203,21.80581189307749,Planta 3,Pesca Norte,Industrial,Isidora I,145,2024-03-18
Caballa,33.16290581007993,302.10478982370216,74,6.45779347257347,21.071336316525468,Planta 2,Pesca Norte,Industrial,Santiago G,132,2024-03-05
Sardina española,20.957952500771892,121.21254605728322,82,5.287630885147806,29.19683688905061,Planta 2,Pesca Sur,Artesanal,Santiago G,101,2024-08-12
Jurel,45.164338100481714,807.6323978995761,91,5.495543735087864,23.618175998524197,Planta 3,Pesca Norte,Industrial,Licanten,130,2024-03-18
Caballa,29.131866970866636,355.9156550616651,76,5.489780043221067,24.3271539577548,Planta 3,Pesca Norte,Industrial,Emilia,151,2024-03-13
Caballa,35.39336810655211,243.5862067400027,77,5.330778329097418,21.34826826322842,Planta 2,Pesca Sur,Artesanal,Francesca,135,2024-04-24
Jurel,41.00290093468935,772.196777326914,81,5.166819535506311,27.528350645610615,Planta 1,Pesca Sur,Artesanal,Emilia,105,2024-02-13
Caballa,34.10883563307227,290.1794135599904,98,5.159893613581438,21.858699220496003,Planta 1,Pesca Norte,Industrial,Santiago G,133,2024-11-09
Jurel,35.40347086901088,730.6247371080876,78,5.553305139145278,24.125579482474944,Planta 3,Pesca Sur,Industrial,Fernanda,127,2024-01-10
Jurel,45.443908112902974,609.2583252557122,99,6.945213444829757,24.127100529413852,Planta 1,Pesca Sur,Artesanal,Santiago G,144,2024-01-31
Jurel,50.70613089726438,715.2858219506072,91,6.507711897866406,22.257051883636624,Planta 2,Pesca Norte,Artesanal,Isidora I,114,2024-08-22
Caballa,28.813596022427177,324.45174147153983,79,6.447861846855071,26.741512418190354,Planta 3,Pesca Sur,Industrial,Isaac,107,2024-09-06
Sardina española,20.640469955423274,159.5752333536976,78,6.899155725929452,29.669399780712997,Planta 3,Pesca Norte,Artesanal,Isaac,107,2024-11-15
Jurel,36.10512090650127,611.8779381026237,74,6.113198731636565,28.43219842500183,Planta 1,Pesca Sur,Artesanal,Liliana,121,2024-03-20
Caballa,31.937448459142878,398.9894660225074,95,5.673622118876176,20.568628379320323,Planta 3,Pesca Sur,Artesanal,Fernanda,111,2024-12-03
Anchoveta,15.20859526585419,92.7431633045351,85,6.044929903647052,26.585702668014846,Planta 1,Pesca Norte,Artesanal,Emilia,107,2024-07-23
Jurel,46.293712560811414,632.6790597154577,91,5.339278810106105,20.26770791715832,Planta 1,Pesca Sur,Industrial,Francesca,152,2024-01-10
Caballa,28.52437365477787,235.24338427467484,98,5.971988854973901,25.055754230331697,Planta 2,Pesca Sur,Artesanal,Emilia,128,2024-03-29
Anchoveta,8.537640851476795,75.01113028605728,94,6.363556047966452,23.350178100870224,Planta 3,Pesca Sur,Artesanal,Fernanda,159,2024-05-07
Anchoveta,12.836482483689696,94.61064635101599,74,6.136920342344151,29.44483965410612,Planta 3,Pesca Norte,Industrial,Fernanda,134,2024-05-28
Jurel,44.81575481538208,588.4464686021489,71,6.986296441311157,24.457343685103282,Planta 2,Pesca Norte,Industrial,Isidora I,147,2024-12-07
Jurel,27.202168332302218,598.2907989440879,97,6.729717463392406,27.163293480565034,Planta 3,Pesca Sur,Artesanal,Licanten,125,2024-03-08
Anchoveta,17.043708816447143,109.81175773550169,74,5.003219846784182,27.74167723328851,Planta 1,Pesca Norte,Industrial,Emilia,122,2024-06-03
Anchoveta,15.260960579219374,90.34238195031061,75,6.502878614467397,26.132773251780673,Planta 3,Pesca Sur,Industrial,Licanten,114,2024-10-25
Sardina española,18.28112260631375,139.02912218602324,76,5.341598861456241,22.678331442308227,Planta 2,Pesca Norte,Industrial,Emilia,101,2024-10-25
Caballa,31.65001067663213,319.0181419633772,79,6.713283064484402,20.679950192459277,Planta 2,Pesca Sur,Artesanal,Santiago G,125,2024-10-29
Jurel,34.50498435273179,722.3201858142345,71,5.772906656171757,23.384339761417095,Planta 3,Pesca Norte,Industrial,Francesca,154,2024-11-22
Sardina española,20.481000725667933,156.94346253770777,91,6.5381718875996215,26.802512422418435,Planta 3,Pesca Sur,Artesanal,Licanten,157,2024-05-31
Caballa,29.714999620783107,302.72965301363075,98,6.181247415968755,29.74868353874091,Planta 3,Pesca Sur,Industrial,Isaac,144,2024-03-24
Jurel,51.10526068935795,747.7396198791873,87,5.797402127709812,22.272543815747422,Planta 2,Pesca Sur,Industrial,Fernanda,111,2024-08-10
Anchoveta,13.913272406243966,71.78083647553058,89,5.780415113711038,24.94480895840992,Planta 2,Pesca Norte,Artesanal,Liliana,106,2024-01-03
Anchoveta,11.546958096295418,87.87573180299476,89,5.535308888017265,22.26208792652361,Planta 1,Pesca Sur,Industrial,Isidora I,116,2024-05-07
Jurel,35.52663788514281,605.5541675014734,99,5.798293452062166,23.377175618931552,Planta 2,Pesca Norte,Artesanal,Francesca,125,2024-10-28
Sardina española,23.82481171015936,109.66808366346663,96,5.099237893867476,23.89084429085242,Planta 1,Pesca Sur,Artesanal,Emilia,151,2024-04-08
Jurel,24.691435080131523,595.952573991202,70,6.46454950504688,27.149757127510178,Planta 1,Pesca Norte,Industrial,Isidora I,128,2024-03-27
Caballa,37.83873200187273,298.15096607076663,89,6.0975904564893755,28.799653057404193,Planta 1,Pesca Norte,Industrial,Santiago G,118,2024-06-11
Anchoveta,16.95595091368335,98.17672169065102,84,5.253454869604906,23.609641165367993,Planta 2,Pesca Norte,Artesanal,Isaac,121,2024-04-06
Jurel,35.99717060951056,742.189877500722,94,6.175379503412685,21.561552544676783,Planta 3,Pesca Sur,Industrial,Santiago G,119,2024-08-16
Anchoveta,17.276117380762273,87.20171411846226,74,6.821741199633425,23.24535531577311,Planta 1,Pesca Sur,Artesanal,Isaac,116,2024-07-05
Sardina española,20.32312664764934,145.92056916497165,89,6.388844100425305,20.200209404058775,Planta 1,Pesca Sur,Artesanal,Fernanda,129,2024-12-16
Anchoveta,18.016935621598382,115.63144072999935,81,6.122221038036348,22.78781275275769,Planta 1,Pesca Norte,Artesanal,Licanten,111,2024-06-30
